# first_id = 0
# dimensions = None
# last_id = 49
6.19883	0
30.4826	0
34.9846	0
118.197	0
186.099	0
187.781	0
219.124	0
229.591	0
282.297	0
296.306	0
299.979	0
307.197	0
468.016	0
530.618	0
535.359	0
553.302	0
580.654	0
603.874	0
638.889	0
677.45	0
699.396	0
745.352	0
776.13	0
817.69	0
846.238	0
862.055	0
902.107	0
931.129	0
939.691	0
949.806	0
971.136	0
973.402	0
974.203	0
992.68	0
1033.33	0
1066	0
1079.12	0
1081.78	0
1087.3	0
1089.6	0
1188.15	0
1288.68	0
1298.78	0
1324.72	0
1354.96	0
1367.97	0
1398.08	0
1483.24	0
1502.08	0
1536.58	0
1563.59	0
1589.41	0
1600.08	0
1628.52	0
1630.89	0
1631.88	0
1644.65	0
1652.55	0
1737.7	0
1758.32	0
1843.8	0
1860.81	0
1861.62	0
1867.91	0
1869.81	0
1932.05	0
1960.94	0
1962.73	0
1986.72	0
2077.51	0
2078.37	0
2090.06	0
2094.74	0
2114.04	0
2116.53	0
2204.86	0
2211.53	0
2250.56	0
2257.34	0
2257.59	0
2276.55	0
2287.38	0
2293.72	0
2351.87	0
2358.44	0
2368.95	0
2397.63	0
2398.11	0
2405.17	0
2456.72	0
2464.48	0
2505.98	0
2512.49	0
2559.27	0
2591.16	0
2599.68	0
2602.83	0
2650.74	0
2689.4	0
2708.8	0
70.1495	1
76.9675	1
89.806	1
94.5607	1
154.299	1
193.786	1
260.149	1
339.939	1
383.799	1
392.681	1
451.969	1
491.526	1
575.377	1
702.378	1
807.744	1
870.689	1
891.384	1
912.583	1
949.121	1
1002.32	1
1034.51	1
1109.52	1
1114.62	1
1281.18	1
1311.01	1
1384.2	1
1396.12	1
1442.65	1
1521.76	1
1625.42	1
1667.74	1
1711.61	1
1773.88	1
1783.58	1
1793.47	1
1799.15	1
1825.14	1
1895.35	1
1899.09	1
2011.14	1
2057.46	1
2091.7	1
2200.41	1
2299.95	1
2314.56	1
2558.16	1
2669.8	1
2722.61	1
2844.7	1
2847.15	1
2850.77	1
2869.95	1
2885.33	1
2926.71	1
2969.74	1
3010.38	1
3317.23	1
3326.42	1
3409.69	1
3519.9	1
3620.06	1
3626.78	1
3657.86	1
3704.97	1
3716.53	1
3761.01	1
3762.35	1
3820.49	1
3900.15	1
3900.29	1
3910.52	1
3927.26	1
30.3074	2
64.1417	2
99.0097	2
103.943	2
135.092	2
148.778	2
162.288	2
195.465	2
202.064	2
253.721	2
327.905	2
334.801	2
340.59	2
381.314	2
410.735	2
427.904	2
439.097	2
502.951	2
512.871	2
521.044	2
532.666	2
546.52	2
548.095	2
557.415	2
559.288	2
583.483	2
615.842	2
638.245	2
640.776	2
650.339	2
740.104	2
744.41	2
781.455	2
785.922	2
829.844	2
838.449	2
865.62	2
890.05	2
900.983	2
963.079	2
974.117	2
1046.4	2
1058.78	2
1117.58	2
1150.04	2
1150.41	2
1163.23	2
1192.65	2
1207.82	2
1211.31	2
1219.48	2
1284.57	2
1342.94	2
1350.33	2
1385.39	2
1387.91	2
1392.4	2
1429.76	2
1466.22	2
1468.94	2
1569.31	2
1622.02	2
1628.81	2
1641.57	2
1644.33	2
1654.15	2
1742.32	2
1745.57	2
1773.66	2
1795.49	2
1842.48	2
1877.28	2
1900.44	2
1928.76	2
1962.19	2
1965.04	2
1971.72	2
2029.75	2
2041.8	2
2057.85	2
2079.63	2
2103.9	2
2163.79	2
2163.83	2
2172.09	2
