# first_id = 0
# dimensions = None
# last_id = 9
14.6161	0
146.333	0
263.627	0
352.57	0
410.996	0
430.677	0
493.856	0
688.534	0
818.974	0
840.609	0
996.315	0
1011.78	0
1218.41	0
1359.55	0
1455.05	0
1456.29	0
1515.22	0
1814.82	0
1827.14	0
1997.71	0
2178.95	0
2321.81	0
2375.86	0
2408.22	0
2494.49	0
2583.28	0
2586.22	0
2632.41	0
2763.79	0
3108.27	0
3172.48	0
3256.85	0
3303.81	0
3341.04	0
3563.39	0
3841.49	0
4284.28	0
4344.69	0
4413.73	0
4484.72	0
4566.25	0
4573.46	0
4624.99	0
4708.4	0
4714.31	0
4729.91	0
4843.19	0
4911.27	0
4994.56	0
5098.1	0
5143.21	0
5150.01	0
5224.02	0
5259.45	0
5298.27	0
5339.78	0
5505.77	0
5579.21	0
5611.28	0
5684.92	0
5745.45	0
5775.67	0
5840.96	0
5861.46	0
6080.26	0
6187.59	0
6239.24	0
6393.68	0
6405.82	0
6457.58	0
6488.77	0
6498.69	0
6781.78	0
7151.44	0
7171.64	0
7260.3	0
7501.79	0
7542.55	0
7574.86	0
7584.34	0
7664.31	0
7797.57	0
7991.81	0
8066.42	0
8157.61	0
8216.75	0
8225.19	0
8240.46	0
8295.42	0
8349.88	0
8368.67	0
8613.71	0
8757.76	0
8928.14	0
8939.49	0
8991.65	0
9240.82	0
9279.47	0
9415.22	0
9422.43	0
9478.8	0
9561.78	0
9630.55	0
9635.54	0
9650.09	0
9709.45	0
9716.57	0
9922.69	0
10035.9	0
10285.6	0
10332.2	0
10372.2	0
10626.7	0
10650.4	0
10676.9	0
10815.3	0
10921.3	0
10965.9	0
11004	0
11122.4	0
11129	0
11253.9	0
11320.7	0
11328.3	0
11335.3	0
11631.2	0
11718.5	0
11732.9	0
11866.8	0
11983.6	0
12063.6	0
12203.3	0
12204.5	0
12265.7	0
12283.8	0
12350.7	0
12363.4	0
12471.9	0
12498.1	0
12529.8	0
12626.3	0
12637.1	0
12916.6	0
12952.2	0
13081.2	0
13190.3	0
13219	0
13228.8	0
13301.6	0
13314.6	0
13362.4	0
13511.2	0
13946.6	0
14078.3	0
14158	0
14336.9	0
14352.6	0
14626.5	0
14943.2	0
15072.7	0
15122.8	0
15136.1	0
15149.4	0
15218.4	0
15496.2	0
15543.7	0
15616.5	0
15759.3	0
15931.5	0
16013.9	0
16104.8	0
16274.8	0
16277.7	0
16321	0
16408.9	0
16410.1	0
16415.2	0
16504.6	0
16564.6	0
16613.2	0
16818.8	0
17258.7	0
17298.7	0
17324.5	0
17376.1	0
17470.5	0
17560.6	0
17569.3	0
17602.1	0
17624.3	0
17642	0
18230.6	0
18248.8	0
18364	0
18388.6	0
18446.5	0
18579.2	0
18689.3	0
18996	0
19062.6	0
19314.1	0
19472.8	0
19619.6	0
19794.7	0
19984.3	0
20015	0
20110.7	0
20189	0
20191.2	0
20231.8	0
20494.8	0
20558.9	0
20592.7	0
20688.6	0
20808.2	0
20841.6	0
20875.2	0
21008	0
21025.4	0
21069.1	0
21336.2	0
21466.7	0
21599.2	0
21677	0
21705.4	0
21729.3	0
21734.4	0
21761.9	0
21783.3	0
21824.5	0
21900.5	0
21903.9	0
21933.9	0
21966.6	0
21993.4	0
22009.1	0
22091.9	0
22196.2	0
22267.4	0
22299.2	0
22432.3	0
22449.4	0
22621.9	0
22686.1	0
22840.1	0
22915.6	0
23026.2	0
23102.1	0
23153.3	0
23158.6	0
23277.4	0
23417.8	0
23441.2	0
23455	0
23489.1	0
23587.6	0
23646.3	0
23671.5	0
23679	0
23724.4	0
23815.8	0
24006.4	0
24167.4	0
24240.3	0
24253.2	0
24335	0
24372.7	0
24395	0
24492.9	0
24654.7	0
24749.8	0
24772.8	0
24870	0
24980.1	0
25020.6	0
25096.5	0
25155.8	0
25170.2	0
25226.4	0
